rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,child_frame_id,transform,translation,x,y,z,rotation,x,y,z,w
1542723926523634952,,1111,,1542723926,491865682,"""/world""","""vicon/cf2/cf2""",,,1.17527505021,0.558619532399,1.43855718689,,-0.0067174857987,0.00623563367207,-0.00278107322679,0.999954127892
1542723926537265912,,1112,,1542723926,508490603,"""/world""","""vicon/cf2/cf2""",,,1.17498642903,0.558857510037,1.43940212125,,-0.0271666353482,-0.0129862176785,-0.00441292855644,0.999536821801
1542723926555932924,,1113,,1542723926,525231671,"""/world""","""vicon/cf2/cf2""",,,1.17484741129,0.558948146421,1.43933520235,,-0.0366901116852,-0.00829792844772,-0.00298682966553,0.999287775837
1542723926574257579,,1114,,1542723926,541782994,"""/world""","""vicon/cf2/cf2""",,,1.17488476167,0.559651231008,1.43893125476,,-0.0316572090296,-0.00124609008342,-0.00276657124667,0.999494179302
1542723926591700813,,1115,,1542723926,558472451,"""/world""","""vicon/cf2/cf2""",,,1.17478909211,0.560156065807,1.4389198126,,-0.0346568214218,-0.00354120422551,-0.00340264695399,0.999387205539
1542723926608273614,,1116,,1542723926,575143188,"""/world""","""vicon/cf2/cf2""",,,1.17458517101,0.560738238966,1.43846390756,,-0.035938379127,0.00258319399371,-0.00350678687525,0.999344516401
1542723926619956369,,1117,,1542723926,591708905,"""/world""","""vicon/cf2/cf2""",,,1.17449525366,0.561949268981,1.43875537415,,-0.034893988418,-0.00320919170177,-0.00445213926034,0.999375949839
1542723926635872470,,1118,,1542723926,608368492,"""/world""","""vicon/cf2/cf2""",,,1.17416924308,0.563514316622,1.43892059457,,-0.0339568623395,-0.00989079463716,-0.00275434100108,0.999370560547
1542723926653278891,,1119,,1542723926,625107814,"""/world""","""vicon/cf2/cf2""",,,1.17401927278,0.564755003424,1.43864132194,,-0.0344899675171,-0.00820185207449,-0.00191845729351,0.999369546907
1542723926670033005,,1120,,1542723926,641758641,"""/world""","""vicon/cf2/cf2""",,,1.17372992022,0.566371113602,1.43853363187,,-0.0334108869887,-0.00547232996117,-0.00183248245725,0.999425038832
1542723926687111179,,1121,,1542723926,658389581,"""/world""","""vicon/cf2/cf2""",,,1.17349331254,0.567969097093,1.43850368869,,-0.0369221849002,-0.00906636145689,-0.00315800507765,0.999272025204
1542723926705574680,,1122,,1542723926,675220511,"""/world""","""vicon/cf2/cf2""",,,1.17309766741,0.569975959464,1.4385352936,,-0.0340794073522,-0.00855480799793,-0.00206718550508,0.999380376032
1542723926723666131,,1123,,1542723926,691839998,"""/world""","""vicon/cf2/cf2""",,,1.17275867397,0.571992882387,1.43828250322,,-0.0316862422405,-0.00798695783708,-0.00187408300426,0.999464195642
1542723926738019217,,1124,,1542723926,708422819,"""/world""","""vicon/cf2/cf2""",,,1.17239762643,0.573637573692,1.4382411379,,-0.0375938937268,0.00193514976517,0.00192964544014,0.999289362907
1542723926753120715,,1125,,1542723926,725067089,"""/world""","""vicon/cf2/cf2""",,,1.17189770245,0.57663359913,1.4380816894,,-0.0259266548165,-0.00544718313423,-0.000730966404744,0.999648739535
1542723926770017288,,1126,,1542723926,741802809,"""/world""","""vicon/cf2/cf2""",,,1.17141257859,0.579014987157,1.43797073895,,-0.0203512934855,-0.000399058964885,-0.00125556339692,0.999792022956
1542723926786992996,,1127,,1542723926,758411944,"""/world""","""vicon/cf2/cf2""",,,1.17087143172,0.581680137895,1.43832250233,,-0.0259366193242,-0.0142688263734,-0.00201987554243,0.999559709309
1542723926804291397,,1128,,1542723926,775069245,"""/world""","""vicon/cf2/cf2""",,,1.17052308168,0.583935935016,1.43781225081,,-0.0219630388553,0.0035671008014,0.00151237340681,0.99975127579
1542723926820282692,,1129,,1542723926,791749970,"""/world""","""vicon/cf2/cf2""",,,1.16996861078,0.586978144601,1.43771817173,,-0.0152930696505,0.00190391398255,0.00155121306128,0.99988003824
1542723926837120768,,1130,,1542723926,808433410,"""/world""","""vicon/cf2/cf2""",,,1.16943322403,0.589972056383,1.43748199015,,-0.00710265094294,0.00259654274609,-0.00109935356566,0.999970800442
1542723926854212443,,1131,,1542723926,825088155,"""/world""","""vicon/cf2/cf2""",,,1.16892212826,0.592850653479,1.43750852221,,-0.00607617134136,-0.000763651257162,-0.000651078158503,0.999981036358
1542723926870971204,,1132,,1542723926,841771353,"""/world""","""vicon/cf2/cf2""",,,1.16843461095,0.595576574687,1.4374054532,,-0.00815312549883,0.00024714951978,0.00202315951933,0.99996468552
1542723926889874765,,1133,,1542723926,858418942,"""/world""","""vicon/cf2/cf2""",,,1.16771851285,0.598674680009,1.43744464217,,-0.00331235239966,-0.00267262713245,0.000234010110671,0.999990915271
1542723926906938703,,1134,,1542723926,875119046,"""/world""","""vicon/cf2/cf2""",,,1.1670566329,0.601290365393,1.43744001834,,-0.00191920092097,0.00572638100993,0.000983243543674,0.999981279055
1542723926919942786,,1135,,1542723926,891700711,"""/world""","""vicon/cf2/cf2""",,,1.16662448307,0.604468253866,1.43753194009,,0.00436213993815,0.00159675108051,0.00015833962946,0.999989198467
1542723926936699826,,1136,,1542723926,908333600,"""/world""","""vicon/cf2/cf2""",,,1.16619042219,0.607493395482,1.43743454625,,0.0087866803161,0.00520487323134,0.00250185867499,0.999944720596
1542723926955820570,,1137,,1542723926,925036512,"""/world""","""vicon/cf2/cf2""",,,1.16543264972,0.610204282962,1.43749626086,,0.0114796592766,0.00662223845158,0.000513723388559,0.999912045867
1542723926973066096,,1138,,1542723926,941722041,"""/world""","""vicon/cf2/cf2""",,,1.16480011607,0.612642200686,1.4377889475,,0.00516072205335,0.00637846089795,0.00331842631437,0.999960834349
1542723926986842349,,1139,,1542723926,958310280,"""/world""","""vicon/cf2/cf2""",,,1.16407494285,0.615225760945,1.43757501358,,0.00738956248401,0.00972767809419,0.00147485732247,0.999924292855
1542723927002787502,,1140,,1542723926,975010116,"""/world""","""vicon/cf2/cf2""",,,1.16364382503,0.618129292414,1.43821357305,,0.00544621446382,-0.00254425890964,-0.000263233627009,0.999981897937
1542723927019156306,,1141,,1542723926,991661317,"""/world""","""vicon/cf2/cf2""",,,1.16314881047,0.620355894795,1.43830638563,,0.00887884178465,0.00137020164193,-0.00053790357062,0.999959498868
1542723927041344504,,1142,,1542723927,8361057,"""/world""","""vicon/cf2/cf2""",,,1.16289854047,0.623166003367,1.43803981754,,0.0217663030953,0.0111087424323,0.00133386198953,0.999700477495
1542723927057540577,,1143,,1542723927,24964672,"""/world""","""vicon/cf2/cf2""",,,1.16244355551,0.625324998711,1.43844354227,,0.0155737086366,0.00675155585491,0.00121872309542,0.999855184918
1542723927070063445,,1144,,1542723927,41638757,"""/world""","""vicon/cf2/cf2""",,,1.162015047,0.627811495194,1.43828622948,,0.0217890548056,0.00792198967634,0.00223005726018,0.99972871621
1542723927088708641,,1145,,1542723927,58285532,"""/world""","""vicon/cf2/cf2""",,,1.16158149279,0.629732769736,1.43854260013,,0.0212858958832,0.0101248356021,0.00190623929413,0.999720343192
1542723927103737434,,1146,,1542723927,75048958,"""/world""","""vicon/cf2/cf2""",,,1.16145500237,0.63183093921,1.43869494423,,0.0239406445176,0.00766491150666,0.00274101629828,0.999680239627
1542723927120009882,,1147,,1542723927,91684974,"""/world""","""vicon/cf2/cf2""",,,1.16114459509,0.633263577442,1.43928236845,,0.0165919697844,0.0145918863648,0.0052409591381,0.999742124619
1542723927136643457,,1148,,1542723927,108350935,"""/world""","""vicon/cf2/cf2""",,,1.1607596737,0.63538300595,1.43929684927,,0.0266459248166,0.0127027887648,0.00139164416899,0.999563253214
1542723927154602666,,1149,,1542723927,125077103,"""/world""","""vicon/cf2/cf2""",,,1.16025977099,0.636536877986,1.43953711885,,0.015310475219,0.0119085952501,0.00257806991691,0.999808545804
1542723927170110498,,1150,,1542723927,141596460,"""/world""","""vicon/cf2/cf2""",,,1.16036695957,0.638535554577,1.4396747733,,0.0249334739948,0.00979725926805,0.00198956555556,0.999639123491
1542723927188046678,,1151,,1542723927,158348699,"""/world""","""vicon/cf2/cf2""",,,1.16032816249,0.639917946748,1.43991516567,,0.0252308900996,0.0103239571568,0.00178992548668,0.999626737468
1542723927204230933,,1152,,1542723927,174983343,"""/world""","""vicon/cf2/cf2""",,,1.16019469348,0.641141083536,1.44053526764,,0.0241181514475,0.00863943758294,0.00302899272881,0.999667194666
1542723927220499416,,1153,,1542723927,191591358,"""/world""","""vicon/cf2/cf2""",,,1.16017701586,0.642301731071,1.44041075365,,0.0258114892523,0.00805002412067,0.00325987438822,0.999629099893
1542723927237918436,,1154,,1542723927,208289331,"""/world""","""vicon/cf2/cf2""",,,1.16014756986,0.642689197452,1.44138973877,,0.0122457832579,0.00941459596997,0.00572114325105,0.999864328144
1542723927253906163,,1155,,1542723927,224976211,"""/world""","""vicon/cf2/cf2""",,,1.160155292,0.644243490337,1.44124801473,,0.0235784084366,0.00889523505971,0.00210644362997,0.999680197035
1542723927271354172,,1156,,1542723927,241608268,"""/world""","""vicon/cf2/cf2""",,,1.16019984311,0.645082407826,1.4415044849,,0.0219225490931,0.00828001954238,0.00193817168631,0.999723505079
1542723927288233636,,1157,,1542723927,258303977,"""/world""","""vicon/cf2/cf2""",,,1.16012208587,0.645491873095,1.44187707309,,0.0156750448485,0.0053738625478,0.00141447554702,0.999861697351
1542723927305139062,,1158,,1542723927,274972787,"""/world""","""vicon/cf2/cf2""",,,1.16041330484,0.645749579455,1.44201509699,,0.0133014437182,0.00969612594957,0.00458789501564,0.999853993319
1542723927321271365,,1159,,1542723927,291586680,"""/world""","""vicon/cf2/cf2""",,,1.16052977418,0.646591453507,1.44187258495,,0.0203670508374,0.0102720416341,0.00157013324598,0.999738567368
1542723927337991729,,1160,,1542723927,308313394,"""/world""","""vicon/cf2/cf2""",,,1.16063244528,0.646863099113,1.44230273407,,0.01126679151,0.0036051808553,0.00185299231876,0.99992831168
1542723927353919548,,1161,,1542723927,324945637,"""/world""","""vicon/cf2/cf2""",,,1.1609846912,0.647391109457,1.4419830305,,0.0160798940054,0.00616014471558,0.00151474069602,0.999850586431
