rosbagTimestamp,data
1542720108498737177,''
1542720108547068220,''
1542720108620152321,''
1542720108658398233,''
1542720108703490659,''
1542720108750481591,''
1542720108831467703,''
1542720108886941403,''
1542720108934872933,''
1542720108954120741,''
1542720109027943121,''
1542720109077121453,''
1542720109122892633,''
1542720109178370982,''
1542720109230286951,''
1542720109282514819,''
1542720109325523230,''
1542720109375394615,''
1542720109431309874,''
1542720109476893910,''
1542720109533420818,''
1542720109584099192,''
1542720109605077454,''
1542720109632001783,''
1542720109646237813,''
1542720109673652417,''
1542720109715556863,''
1542720109788019665,''
1542720109847273202,''
1542720109893899375,''
1542720109948248229,''
1542720110002563507,''
1542720110045133724,''
1542720110093372067,''
1542720110149785444,''
1542720110216767578,''
1542720110287345907,''
1542720110350369982,''
1542720110390079189,''
1542720110441045535,''
1542720110524729037,''
1542720110579477979,''
1542720110645603633,''
1542720110695124225,''
1542720110773709885,''
1542720110836554135,''
1542720110883541981,''
1542720110976377847,''
1542720111022165492,''
1542720111074967054,''
1542720111093105986,''
1542720111141720474,''
1542720111181143098,''
1542720111230911763,''
1542720111297407529,''
1542720111339436281,''
1542720111381395627,''
1542720111440884389,''
1542720111491564461,''
1542720111581513097,''
1542720111623722775,''
1542720111664387308,''
1542720111716459524,''
1542720111784620538,''
1542720111830292486,''
1542720111882728000,''
1542720111931645129,''
1542720111997510014,''
1542720112069039344,''
1542720112136483467,''
1542720112184936298,''
1542720112277022052,''
1542720112320163349,''
1542720112380545869,''
1542720112437990815,''
1542720112486588764,''
1542720112536588659,''
1542720112607350201,''
1542720112645372512,''
1542720112715480802,''
1542720112762803275,''
1542720112816511150,''
1542720112870797504,''
1542720112913978240,''
1542720112967381619,''
1542720113032041458,''
1542720113100505068,''
1542720113159970563,''
1542720113203632489,''
1542720113239490059,''
1542720113291544153,''
1542720113337837655,''
1542720113391237867,''
1542720113445444689,''
1542720113490970581,''
1542720113539029346,''
1542720113588544477,''
1542720113638789677,''
1542720113662657202,''
1542720113734970913,''
1542720113800329526,''
1542720113849198580,''
1542720113900460418,''
1542720113958405780,''
1542720114003190394,''
1542720114079922295,''
1542720114138664747,''
1542720114194434058,''
1542720114253445094,''
1542720114300458233,''
1542720114381078573,''
1542720114398794303,''
1542720114467681568,''
1542720114516619502,''
1542720114592757198,''
1542720114643667724,''
1542720114704217420,''
1542720114747410986,''
1542720114800141232,''
1542720114865018710,''
1542720114938747973,''
1542720114957939761,''
1542720115038391693,''
1542720115092083562,''
1542720115151002534,''
1542720115182300373,''
1542720115234588619,''
1542720115296205387,''
1542720115342249718,''
1542720115396610950,''
1542720115454797775,''
1542720115504849306,''
1542720115555947884,''
1542720115616259452,''
1542720115697856254,''
1542720115761020290,''
1542720115811207722,''
1542720115882847114,''
1542720115945570727,''
1542720115994924441,''
1542720116049427909,''
1542720116103165830,''
1542720116151895727,''
1542720116244237634,''
1542720116294551046,''
1542720116347036418,''
1542720116401798717,''
1542720116439329430,''
1542720116487014425,''
1542720116552364293,''
1542720116598076942,''
1542720116653458565,''
1542720116737150764,''
1542720116819243112,''
1542720116888127561,''
1542720116936471258,''
1542720116990268533,''
1542720117088565354,''
1542720117171345041,''
1542720117233127874,''
1542720117279727003,''
1542720117330057792,''
1542720117399851177,''
1542720117473049637,''
1542720117527097978,''
1542720117567869385,''
1542720117624192713,''
1542720117686507609,''
1542720117735334470,''
1542720117821956441,''
1542720117849305083,''
1542720117922791491,''
1542720117972948146,''
1542720118019638753,''
1542720118078730286,''
1542720118148662646,''
1542720118192285089,''
1542720118278309523,''
1542720118323786979,''
1542720118370102458,''
1542720118425792719,''
1542720118466346324,''
1542720118492113018,''
1542720118584758494,''
1542720118632146473,''
1542720118727689369,''
1542720118773539135,''
1542720118826594210,''
1542720118884937938,''
