rosbagTimestamp,data
1542723926526971897,''
1542723926577359889,''
1542723926596269557,''
1542723926629095622,''
1542723926665227653,''
1542723926690626345,''
1542723926768570752,''
1542723926791714069,''
1542723926831211019,''
1542723926875618619,''
1542723926904260228,''
1542723926929763215,''
1542723926944579964,''
1542723926975450303,''
1542723926991111373,''
1542723927029614677,''
1542723927060414304,''
1542723927084466271,''
1542723927101385562,''
1542723927143751694,''
1542723927214642342,''
1542723927269505680,''
1542723927292256607,''
1542723927332331511,''
1542723927381629308,''
1542723927443803735,''
1542723927487761783,''
1542723927574461665,''
1542723927598426775,''
1542723927640728268,''
1542723927724883700,''
1542723927764513126,''
1542723927812189125,''
1542723927831840466,''
1542723927869922437,''
1542723927912588715,''
1542723927973984097,''
1542723928019105533,''
1542723928068916820,''
1542723928113185270,''
1542723928157648387,''
1542723928179932809,''
1542723928222864544,''
1542723928269258977,''
1542723928315151097,''
1542723928378204703,''
1542723928422001947,''
1542723928497088830,''
1542723928510506019,''
1542723928527806453,''
1542723928572588346,''
1542723928620302853,''
1542723928678976738,''
1542723928721369082,''
1542723928795823388,''
1542723928853447542,''
1542723928903374754,''
1542723928965573218,''
1542723929007042539,''
1542723929053281463,''
1542723929113989387,''
1542723929156248382,''
1542723929203060589,''
1542723929245980079,''
1542723929276089517,''
1542723929316968225,''
1542723929359678126,''
1542723929386980247,''
1542723929420498287,''
1542723929459727190,''
1542723929506972220,''
1542723929556096753,''
1542723929576827622,''
1542723929616635434,''
1542723929661578845,''
1542723929708609872,''
1542723929769260936,''
1542723929813101056,''
1542723929859964007,''
1542723929900560873,''
1542723929952003436,''
1542723929972659214,''
1542723930015345724,''
1542723930058207128,''
1542723930104892399,''
1542723930150703219,''
1542723930225604512,''
1542723930257205054,''
1542723930295462548,''
1542723930318313303,''
1542723930331428402,''
1542723930374163563,''
1542723930419826960,''
1542723930468597680,''
1542723930528044301,''
1542723930567473294,''
1542723930588900656,''
1542723930636368375,''
1542723930672847043,''
1542723930746210429,''
1542723930804258703,''
1542723930830357755,''
1542723930873224881,''
1542723930921575660,''
1542723930959900235,''
1542723930995092846,''
1542723931015369108,''
1542723931047118153,''
1542723931070644182,''
1542723931117460857,''
1542723931161346522,''
1542723931240628963,''
1542723931282357118,''
1542723931305543358,''
1542723931385842641,''
1542723931409557690,''
1542723931455941142,''
1542723931532775794,''
1542723931557320642,''
1542723931598522564,''
1542723931635183237,''
1542723931693311320,''
1542723931735014248,''
1542723931756194484,''
1542723931821479181,''
1542723931860633021,''
1542723931903141883,''
1542723931943351841,''
1542723931982583134,''
1542723932042947805,''
1542723932062829903,''
1542723932103952142,''
1542723932153095823,''
1542723932212162277,''
1542723932255075817,''
1542723932327978048,''
1542723932383196952,''
1542723932403328150,''
1542723932445098157,''
1542723932487375018,''
1542723932530458227,''
1542723932575697852,''
1542723932618389588,''
1542723932669431281,''
1542723932690964821,''
1542723932734800059,''
1542723932781597866,''
1542723932839686384,''
1542723932884091050,''
1542723932931385193,''
1542723932983644679,''
1542723933019268850,''
1542723933066550331,''
1542723933122460542,''
1542723933148798396,''
1542723933189105993,''
1542723933230688326,''
1542723933266074729,''
1542723933283126042,''
1542723933332682634,''
1542723933373746266,''
1542723933413260726,''
1542723933459681384,''
1542723933506486113,''
1542723933557606695,''
1542723933577328951,''
1542723933621799900,''
1542723933669337434,''
1542723933747544490,''
1542723933775367591,''
1542723933846088080,''
1542723933903157592,''
1542723933929443752,''
1542723933973017109,''
1542723934047835573,''
1542723934102853915,''
1542723934123716445,''
1542723934164761403,''
1542723934213789722,''
1542723934268378017,''
1542723934309986162,''
1542723934359022553,''
1542723934414231934,''
1542723934455276133,''
1542723934501035177,''
1542723934548807137,''
1542723934570486471,''
1542723934730745070,"""contracted_left"""
1542723936178396647,''
1542723936213732895,''
1542723936262463668,''
1542723936314758521,''
1542723936340466583,''
1542723936384368938,''
1542723936432604040,''
1542723936495578282,''
1542723936566297055,''
1542723936616914705,''
1542723936674562805,''
1542723936719636373,''
1542723936741510783,''
1542723936814857748,''
1542723936867760286,''
1542723938308637692,''
1542723938427771444,"""extended_left"""
1542723939297968275,''
1542723940105286039,''
1542723940242507636,"""contracted_left"""
1542723941661041332,''
1542723941704434301,''
1542723941744802614,''
1542723941790770936,''
1542723941852928549,''
1542723941892261859,''
1542723941939374182,''
1542723941990394943,''
1542723942010857471,''
1542723942055193748,''
1542723942129648524,''
1542723942186405082,''
1542723942204307108,''
1542723942237990070,''
1542723942256673036,''
1542723942351323186,''
1542723942387689045,''
1542723942410807083,''
1542723942483869735,''
1542723942532792536,''
1542723942556263821,''
1542723942598855950,''
1542723942646835680,''
1542723942693661678,''
1542723942756459483,''
1542723942899322500,"""contracted_right"""
1542723944322782634,''
1542723944383241933,''
1542723944426716419,''
1542723944515971294,''
1542723944542124380,''
1542723944584427461,''
1542723944669596489,''
1542723944690668598,''
1542723944732885263,''
1542723944782422927,''
1542723944845394099,''
1542723944885649618,''
1542723944930678573,''
1542723944980947916,''
1542723945022141677,''
1542723945074306130,''
1542723945138374780,''
1542723945184872158,''
1542723945220961994,''
1542723945275463533,''
1542723945313102252,''
1542723945354273471,''
1542723945392210629,''
1542723945454442589,''
1542723945520388934,''
1542723945566213166,''
1542723945644475372,''
1542723945674804906,''
1542723945717113430,''
1542723945769620611,''
1542723945832434173,''
1542723945875959897,''
1542723945951582733,''
1542723946004016171,''
1542723946046799662,''
1542723946068562495,''
1542723946111546408,''
1542723946194156933,''
1542723946259275461,''
1542723947667709882,''
1542723949078812181,''
1542723949216215087,"""contracted_right"""
1542723950619562671,''
1542723950641184565,''
1542723950683039170,''
1542723950769141959,''
1542723950812160128,''
1542723950852541117,''
1542723950874997356,''
1542723950937362318,''
1542723951000706285,''
1542723951049591933,''
1542723951070509668,''
1542723951106602638,''
1542723951256717168,''
1542723951293639635,''
1542723951355043066,''
1542723951398167353,''
1542723951447395525,''
1542723951494332641,''
1542723951505499460,''
1542723951525805508,''
1542723951538252724,''
1542723951554922870,''
1542723951622614055,''
1542723951655834019,''
1542723951701037143,''
1542723951748925845,''
1542723951835060937,''
1542723951858580788,''
1542723951933144674,''
1542723951991875787,''
