rosbagTimestamp,data
1542726351932778587,''
1542726352034634205,''
1542726352078669338,''
1542726352124735164,''
1542726352196345639,''
1542726352257697098,''
1542726352302087714,''
1542726352349952335,''
1542726352397460723,''
1542726352416265491,''
1542726352455562928,''
1542726352503672799,''
1542726352581012671,''
1542726352636930291,''
1542726352679324594,''
1542726352735121496,''
1542726352796174855,''
1542726352836710533,''
1542726352886286225,''
1542726352945478142,''
1542726352998781571,''
1542726353086159987,''
1542726353130914396,''
1542726353153588742,''
1542726353239036241,''
1542726353286756354,''
1542726353335338672,''
1542726353391675917,''
1542726353431219602,''
1542726353488478325,''
1542726353547310115,''
1542726353585542712,''
1542726353639107256,''
1542726353708534893,''
1542726353782913857,''
1542726353826917840,''
1542726353878996926,''
1542726353935785345,''
1542726354004024827,''
1542726354049866212,''
1542726354083364628,''
1542726354127322889,''
1542726354183989490,''
1542726354230467518,''
1542726354283920436,''
1542726354344693241,''
1542726354387456076,''
1542726354444578758,''
1542726354490489266,''
1542726354556109937,''
1542726354636093219,''
1542726354702202518,''
1542726354778243882,''
1542726354838478337,''
1542726354886014391,''
1542726354941960789,''
1542726355007470754,''
1542726355075958916,''
1542726355141306673,''
1542726355187446763,''
1542726355245125170,''
1542726355332049088,''
1542726355379188729,''
1542726355445140189,''
1542726355487309330,''
1542726355535464656,''
1542726355580168292,''
1542726355623824085,''
1542726355643815244,''
1542726355675596028,''
1542726355726757821,''
1542726355789550706,''
1542726355839737876,''
1542726355896434083,''
1542726355985904411,''
1542726356039773042,''
1542726356102852322,''
1542726356139980898,''
1542726356193308075,''
1542726356280305587,''
1542726356331257442,''
1542726356474586804,"""contracted_left"""
1542726357920486206,''
1542726358059663853,"""contracted_left"""
1542726359506021585,''
1542726359644949679,"""contracted_left"""
1542726361067861315,''
1542726361116771457,''
1542726361175066534,''
1542726361226677877,''
1542726361281150845,''
1542726361362859140,''
1542726361411101620,''
1542726361461409001,''
1542726361511010696,''
1542726361563979862,''
1542726361607138774,''
1542726361646489686,''
1542726361685097192,''
1542726361726792332,''
1542726361800185805,''
1542726361853988546,''
1542726361910126265,''
1542726361949343790,''
1542726361966005100,''
1542726361996624501,''
1542726362055184530,''
1542726362120602443,''
1542726362173455277,''
1542726362265521978,''
1542726362309578849,''
1542726362359380087,''
1542726362424904393,''
1542726362498108774,''
1542726362555378722,''
1542726362602652786,''
1542726362653480015,''
1542726362693814839,''
1542726362718388005,''
1542726362791717018,''
1542726362848447642,''
1542726362866688343,''
1542726362943947187,''
1542726362994992478,''
1542726364444880676,''
1542726364581702231,"""contracted_left"""
1542726366008447382,''
1542726366142316996,"""contracted_left"""
1542726367552710443,''
1542726367696491777,"""contracted_left"""
1542726369115563557,''
1542726369200636075,''
1542726369253266813,''
1542726369319038300,''
1542726369369797271,''
1542726369443629293,''
1542726369480724349,''
1542726369527467854,''
1542726369566942303,''
1542726369629028471,''
1542726369698393643,''
1542726369749076247,''
1542726369795221294,''
1542726369851393157,''
1542726370000140366,"""contracted_right"""
1542726371450294186,''
1542726371505047812,''
1542726371559192006,''
1542726371610282332,''
1542726371673151578,''
1542726371718583260,''
1542726371765217145,''
1542726371852303224,''
1542726371906497498,''
1542726371963791044,''
1542726372007612623,''
1542726372063540451,''
1542726372124332411,''
1542726372204345277,''
1542726372263525748,''
1542726372304403679,''
1542726372357790968,''
1542726372420864134,''
1542726372469423639,''
1542726372542686360,''
1542726372602468205,''
1542726372655926764,''
1542726372712815442,''
1542726372765750375,''
1542726372845692031,''
1542726372907729180,''
1542726372954282386,''
1542726373009318721,''
1542726373075480550,''
1542726373150134903,''
1542726373209693697,''
1542726373252667671,''
1542726373313587216,''
1542726373377294488,''
1542726373418044607,''
1542726373507853019,''
1542726373557905754,''
1542726373606531336,''
1542726373673423549,''
1542726373744661502,''
1542726373797436876,''
1542726373839322400,''
1542726373892762741,''
1542726373980485580,''
1542726374041211854,''
1542726374105544565,''
1542726374156062869,''
1542726374239307666,''
1542726374296380997,''
1542726374336933013,''
1542726374391210008,''
