rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,pose,position,x,y,z,orientation,x,y,z,w
1542728667632635897,,1,,1542728667,600188016,"""world""",,,1.18842682274,0.116346869166,1.45,,0.0,0.0,0.0,1.0
1542728667682888565,,2,,1542728667,682090044,"""world""",,,1.19528299636,0.117959817597,1.45,,0.0,0.0,0.0,1.0
1542728667731069170,,3,,1542728667,730487108,"""world""",,,1.1963520534,0.117495419747,1.45,,0.0,0.0,0.0,1.0
1542728667754870344,,4,,1542728667,754477977,"""world""",,,1.19630555213,0.116874977612,1.45,,0.0,0.0,0.0,1.0
1542728667782938887,,5,,1542728667,782663106,"""world""",,,1.19630555213,0.116874977612,1.45,,0.0,0.0,0.0,1.0
1542728667828843724,,6,,1542728667,828319072,"""world""",,,1.19614198258,0.116324936485,1.45,,0.0,0.0,0.0,1.0
1542728667898327109,,7,,1542728667,897927045,"""world""",,,1.19497975196,0.115866920208,1.45,,0.0,0.0,0.0,1.0
1542728667939775078,,8,,1542728667,939337968,"""world""",,,1.19399335791,0.114848594936,1.45,,0.0,0.0,0.0,1.0
1542728667985005895,,9,,1542728667,984361886,"""world""",,,1.19291476527,0.114586864018,1.45,,0.0,0.0,0.0,1.0
1542728668021674211,,10,,1542728668,12399911,"""world""",,,1.19156064669,0.113868466551,1.45,,0.0,0.0,0.0,1.0
1542728668055751515,,11,,1542728668,55134057,"""world""",,,1.18883504122,0.113115076242,1.45,,0.0,0.0,0.0,1.0
1542728668129805228,,12,,1542728668,104414939,"""world""",,,1.18723958284,0.113083320772,1.45,,0.0,0.0,0.0,1.0
1542728668189469611,,13,,1542728668,188851118,"""world""",,,1.18503721244,0.11314777386,1.45,,0.0,0.0,0.0,1.0
1542728668232920457,,14,,1542728668,232326030,"""world""",,,1.18101581947,0.11418322058,1.45,,0.0,0.0,0.0,1.0
1542728668284428211,,15,,1542728668,282908916,"""world""",,,1.17858405515,0.114534025873,1.45,,0.0,0.0,0.0,1.0
1542728668339541709,,16,,1542728668,339076042,"""world""",,,1.17350979949,0.115727073853,1.45,,0.0,0.0,0.0,1.0
1542728668401732831,,17,,1542728668,400818109,"""world""",,,1.15981565102,0.116131604648,1.45,,0.0,0.0,0.0,1.0
1542728668450858323,,18,,1542728668,449999094,"""world""",,,1.15263732555,0.115674137247,1.45,,0.0,0.0,0.0,1.0
1542728668536260886,,19,,1542728668,535614013,"""world""",,,1.14477492235,0.115330578255,1.45,,0.0,0.0,0.0,1.0
1542728668561217228,,20,,1542728668,560702085,"""world""",,,1.13392202605,0.114313716153,1.45,,0.0,0.0,0.0,1.0
1542728668647759896,,21,,1542728668,647228956,"""world""",,,1.12822226723,0.114456509224,1.45,,0.0,0.0,0.0,1.0
1542728668695134103,,22,,1542728668,694766044,"""world""",,,1.10117091201,0.11424881954,1.45,,0.0,0.0,0.0,1.0
1542728668753086555,,23,,1542728668,752305984,"""world""",,,1.10117091201,0.11424881954,1.45,,0.0,0.0,0.0,1.0
1542728668872465831,,24,,1542728668,872052907,"""world""",,,1.07930205285,0.109951281246,1.45,,0.0,0.0,0.0,1.0
1542728668908585328,,25,,1542728668,908088922,"""world""",,,1.05104657049,0.0968890884281,1.45,,0.0,0.0,0.0,1.0
