rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,child_frame_id,transform,translation,x,y,z,rotation,x,y,z,w
1542723702575019312,,619,,1542723702,544341050,"""/world""","""vicon/obstacle15/obstacle15""",,,-0.0515319052456,0.969217310431,0.778824753073,,0.0204389517126,-0.111212014012,-0.819464950855,0.561864157526
1542723702590924361,,620,,1542723702,561051359,"""/world""","""vicon/obstacle15/obstacle15""",,,-0.0515371430789,0.969231542682,0.778820877431,,0.0204702489864,-0.111323987532,-0.819575842512,0.561679069467
1542723702607240467,,621,,1542723702,577701880,"""/world""","""vicon/obstacle15/obstacle15""",,,-0.0515360370907,0.969243480693,0.778812714998,,0.02052874697,-0.111344841069,-0.819631148383,0.56159209175
1542723702624322073,,622,,1542723702,594411491,"""/world""","""vicon/obstacle15/obstacle15""",,,-0.0515431570285,0.969235703952,0.778805204723,,0.0206287578864,-0.111105311854,-0.819521752252,0.561795480234
1542723702640736863,,623,,1542723702,611024775,"""/world""","""vicon/obstacle15/obstacle15""",,,-0.0515364286575,0.969226300112,0.778814637271,,0.0205462422976,-0.111061592476,-0.819449399545,0.561912676658
1542723702657146692,,624,,1542723702,627696437,"""/world""","""vicon/obstacle15/obstacle15""",,,-0.0515363883473,0.969213944334,0.778833871964,,0.0204701686706,-0.111177969066,-0.819449218601,0.561892702856
1542723702674426630,,625,,1542723702,644391082,"""/world""","""vicon/obstacle15/obstacle15""",,,-0.0515330868648,0.969216057596,0.778822351094,,0.0205267959436,-0.111324909767,-0.819522412791,0.561754777503
1542723702689780943,,626,,1542723702,661077015,"""/world""","""vicon/obstacle15/obstacle15""",,,-0.0515409684822,0.969236553703,0.778811706163,,0.0205932045456,-0.111270108123,-0.819590605134,0.561663709831
1542723702706949650,,627,,1542723702,677735344,"""/world""","""vicon/obstacle15/obstacle15""",,,-0.0515488749953,0.969247132818,0.778809209523,,0.0206762312834,-0.111218874005,-0.81958908961,0.561673018506
1542723702723816462,,628,,1542723702,694380483,"""/world""","""vicon/obstacle15/obstacle15""",,,-0.0515428384237,0.969227044755,0.778804711375,,0.0206189959566,-0.111195479115,-0.819486735907,0.561829077303
1542723702740787052,,629,,1542723702,711130734,"""/world""","""vicon/obstacle15/obstacle15""",,,-0.0515382919299,0.969203083128,0.778830113441,,0.0205222850031,-0.111150367747,-0.8194724644,0.561862360065
1542723702756845368,,630,,1542723702,727776270,"""/world""","""vicon/obstacle15/obstacle15""",,,-0.0515395812907,0.969205016662,0.778835376835,,0.020442623693,-0.111126935839,-0.819477083839,0.561863161571
1542723702773540340,,631,,1542723702,744404319,"""/world""","""vicon/obstacle15/obstacle15""",,,-0.0515431202711,0.969231792835,0.778812358068,,0.0205859949881,-0.111222423709,-0.81956355552,0.561712887281
1542723702792629906,,632,,1542723702,761141097,"""/world""","""vicon/obstacle15/obstacle15""",,,-0.0515427552785,0.96925582577,0.77879689827,,0.0205916231239,-0.111301572078,-0.819586558762,0.561663438196
1542723702809506488,,633,,1542723702,777762001,"""/world""","""vicon/obstacle15/obstacle15""",,,-0.0515473849568,0.969246557482,0.778814052635,,0.0206247908681,-0.111374931214,-0.819520470925,0.561744105828
1542723702823320595,,634,,1542723702,794410143,"""/world""","""vicon/obstacle15/obstacle15""",,,-0.0515380602669,0.969217698286,0.778838006365,,0.0204795342069,-0.111333749986,-0.819395551401,0.561939778923
1542723702839742329,,635,,1542723702,811177382,"""/world""","""vicon/obstacle15/obstacle15""",,,-0.0515348465826,0.969205078153,0.77884992542,,0.0205184675248,-0.111173027464,-0.81940290739,0.56195945211
1542723702856065441,,636,,1542723702,827811776,"""/world""","""vicon/obstacle15/obstacle15""",,,-0.0515401225851,0.969231543195,0.778831092779,,0.0205145852063,-0.111155641882,-0.819432728675,0.561919547843
1542723702873854116,,637,,1542723702,844498158,"""/world""","""vicon/obstacle15/obstacle15""",,,-0.0515379443813,0.969260586591,0.778805421643,,0.0206033521855,-0.111301957015,-0.819496285543,0.561794637056
1542723702892683532,,638,,1542723702,861199729,"""/world""","""vicon/obstacle15/obstacle15""",,,-0.0515405796321,0.969261265173,0.778809747378,,0.0205391825786,-0.111384652807,-0.819576781286,0.561663155882
1542723702908424208,,639,,1542723702,877853595,"""/world""","""vicon/obstacle15/obstacle15""",,,-0.0515390260532,0.969221749204,0.778832550244,,0.0204350755352,-0.111343774654,-0.819511223702,0.561770705679
1542723702924930368,,640,,1542723702,894508997,"""/world""","""vicon/obstacle15/obstacle15""",,,-0.0515338787245,0.969194831333,0.778843691953,,0.0204715453923,-0.111216364297,-0.819435460563,0.561905118426
