rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,pose,position,x,y,z,orientation,x,y,z,w
1542724794724901528,,1,,1542724794,724400043,"""world""",,,1.16212202016,0.0193097260869,1.45,,0.0,0.0,0.0,1.0
1542724794751395966,,2,,1542724794,751133918,"""world""",,,1.16093637877,0.018943751818,1.45,,0.0,0.0,0.0,1.0
1542724794809904084,,3,,1542724794,802707910,"""world""",,,1.16013122856,0.0184699246003,1.45,,0.0,0.0,0.0,1.0
1542724794844500657,,4,,1542724794,844046115,"""world""",,,1.15899068301,0.017620924641,1.45,,0.0,0.0,0.0,1.0
1542724794888507698,,5,,1542724794,888053894,"""world""",,,1.15899068301,0.017620924641,1.45,,0.0,0.0,0.0,1.0
1542724794936219886,,6,,1542724794,935908079,"""world""",,,1.15861661646,0.0170750529023,1.45,,0.0,0.0,0.0,1.0
1542724795000352985,,7,,1542724795,58889,"""world""",,,1.15793292172,0.0154171090751,1.45,,0.0,0.0,0.0,1.0
1542724795044640455,,8,,1542724795,44075965,"""world""",,,1.15775755635,0.0146975336137,1.45,,0.0,0.0,0.0,1.0
1542724795128429847,,9,,1542724795,127124071,"""world""",,,1.15757250334,0.01427760239,1.45,,0.0,0.0,0.0,1.0
1542724795151143212,,10,,1542724795,150676965,"""world""",,,1.157313769,0.0141781488986,1.45,,0.0,0.0,0.0,1.0
1542724795191644113,,11,,1542724795,191030025,"""world""",,,1.15734069664,0.0144523653534,1.45,,0.0,0.0,0.0,1.0
1542724795236326482,,12,,1542724795,236036062,"""world""",,,1.15734069664,0.0144523653534,1.45,,0.0,0.0,0.0,1.0
1542724795284665609,,13,,1542724795,284403085,"""world""",,,1.15747744373,0.0145077842038,1.45,,0.0,0.0,0.0,1.0
1542724795296915392,,14,,1542724795,295588970,"""world""",,,1.15771391378,0.0141073948965,1.45,,0.0,0.0,0.0,1.0
1542724795336623125,,15,,1542724795,336308956,"""world""",,,1.15771391378,0.0141073948965,1.45,,0.0,0.0,0.0,1.0
1542724795382212806,,16,,1542724795,381738901,"""world""",,,1.15765029466,0.0135027273981,1.45,,0.0,0.0,0.0,1.0
1542724795434205526,,17,,1542724795,433835029,"""world""",,,1.15783850696,0.012386898968,1.45,,0.0,0.0,0.0,1.0
1542724795456608966,,18,,1542724795,456244945,"""world""",,,1.15771847915,0.0108886279588,1.45,,0.0,0.0,0.0,1.0
1542724795498471685,,19,,1542724795,498198032,"""world""",,,1.15771847915,0.0108886279588,1.45,,0.0,0.0,0.0,1.0
1542724795538066300,,20,,1542724795,537622928,"""world""",,,1.15775598369,0.00999771042135,1.45,,0.0,0.0,0.0,1.0
