 ,1, , , , , , ,26.5685970783
 , , , , , ,1, ,2.49680686
 , , ,1, , , , ,3.5137369633
 , ,1, , , , , ,3.1209280491
 , ,1, ,0, , , ,7.6889400482
 , , , , , , ,1,1.8091931343
1, , , , , , , ,3.0251858234
 , , , , ,1, , ,8.8332159519
 , , , , , , ,1,2.4327700138
 , , , , , ,1, ,8.1128108501
 , , ,1, , , , ,9.497551918
 , ,1, , , , , ,5.1693308353
 , ,1, ,0, , , ,8.4239759445
 , , , , ,1, , ,3.2893910408
 ,1, , , , , , ,2.3618791103
1, , , , , , , ,3.7382419109
 , , , , ,1, , ,10.9530339241
 ,1, , , , , , ,1.5850799084
 , , , , , , ,1,1.921020031
1, , , , , , , ,3.5128231049
 , , , , , ,1, ,3.2087199688
 , ,1, ,0, , , ,13.1853051186
 , ,1, , , , , ,3.5453848839
 , , ,1, , , , ,6.928964138
 , , , ,1, , , ,6.3932468891
 , , , , , , ,1,1.0085859299
 ,0, , , , , ,1,10.1854240894
 ,1, ,0, , , , ,4.1050028801
 , , ,1, ,0, , ,4.1454348564
 , ,1, , , , , ,2.8807559013
 , , , , , ,1, ,2.1135201454
1, , , , , , , ,3.1208901405
 , , , , , , ,1,1.9531159401
 , , ,1, , , , ,3.689440012
1, , , , , , , ,5.2089719772
 , , , , , ,1, ,2.3932168484
 , , ,1, ,0, , ,1.640486002
 , , , ,1, , , ,5.0252821446
 , ,1, , , , , ,3.1378529072
 ,1, , , , , , ,2.0330798626
 ,1, ,0, , , , ,2.2646110058
 ,1, , , , , , ,2.0423679352
1, , , , , , , ,1.8569397926
 , , , , , , ,1,2.0088219643
 , , , , , ,1, ,3.2241959572
 , ,1, , , , , ,2.8980441093
 , , ,1, ,0, , ,3.3212411404
 , ,1, ,0, , , ,4.352766037
 ,1, , , , , , ,2.873374939
1, , , , , , , ,1.880918026
 , , , , , ,1, ,2.8414590359
 , ,1, ,0, , , ,5.4571588039
 , ,1, , , , , ,1.9289650917
 , , , , , , ,1,2.5285620689
 , , ,1, , , , ,3.249958992
 , , , , ,1, , ,6.3929970264
 , , , ,1, , , ,1.9283258915
 , , , , , , ,1,5.3939809799
 , , , , ,1, , ,18.3301970959
 , , ,1, , , , ,3.7290160656
1, , , , , , , ,2.5774009228
1, ,0, , , , , ,7.4650499821
 ,1, , , , , , ,2.2973539829
 , , , , , ,1, ,2.3056850433
1,0.875,0.875,0.75,0.375,0.625,1,1, 
 , , , , , , , , 
 , , , , , , , , 
 , , , , , , , , 
 , , , , , , , , 
 , , , , , , , , 
 , , , , , , , , 
 , , , , , , , , 
 , , , , , , , , 
 , , , , , , , , 
 , , , , , , , , 
 , , , , , , , , 
 , , , , , , , , 
 , , , , , , , , 
 , , , , , , , , 
 , , , , , , , , 
