rosbagTimestamp,data
1542720499137512341,"""contracted_right"""
1542720500583134052,''
1542720500699341334,"""contracted_right"""
1542720502112109932,''
1542720502175496354,''
1542720502222843940,''
1542720502276088143,''
1542720502329529006,''
1542720502385612997,''
1542720502431937613,''
1542720502485258654,''
1542720502566371600,''
1542720502618747240,''
1542720502687066035,''
1542720502720800565,''
1542720502772735448,''
1542720502827430830,''
1542720502887078393,''
1542720502935821347,''
1542720502988202894,''
1542720503066459182,''
1542720503119615135,''
1542720503170634879,''
1542720503230137677,''
1542720503274169109,''
1542720503330917966,''
1542720503414222005,''
1542720503480345999,''
1542720503552013187,''
1542720503607550489,''
1542720503672289148,''
1542720503746757918,''
1542720503812890014,''
1542720503860556684,''
1542720503912077090,''
1542720503965551543,''
1542720504032078705,''
1542720504108523872,''
1542720504161442135,''
1542720504228568075,''
1542720504268531694,''
1542720504362892603,''
1542720504410656220,''
1542720504461066017,''
1542720504531717270,''
1542720504604063798,''
1542720506084064385,''
1542720506219314825,"""contracted_left"""
1542720507625944060,''
1542720507668208384,''
1542720507721897046,''
1542720507764749357,''
1542720507780558196,''
1542720507843621676,''
1542720507915597363,''
1542720507985761466,''
1542720508024063357,''
1542720508075585689,''
1542720508131208310,''
1542720508176736204,''
1542720508230607847,''
1542720508314410999,''
1542720508362052314,''
1542720508378974500,''
1542720508425491948,''
1542720508490010679,''
1542720508533363413,''
1542720508584402411,''
1542720508673399045,''
1542720508727874176,''
1542720508778902070,''
1542720508839983439,''
1542720508892720036,''
1542720508976101298,''
1542720509071303824,''
1542720509119982271,''
1542720509173151460,''
1542720509238894292,''
1542720509283633632,''
1542720509340799731,''
1542720509427719243,''
1542720509472672133,''
1542720509517499090,''
1542720509533593395,''
1542720509573129733,''
1542720509614774119,''
1542720509629855164,''
1542720509668248302,''
1542720509724034284,''
1542720509774785755,''
1542720509821385771,''
1542720509880653321,''
1542720509950920673,''
1542720510029074961,''
1542720510121262291,''
1542720510187153341,''
1542720510230795853,''
1542720510275350061,''
1542720510334256966,''
1542720510387643155,''
1542720510471671900,''
1542720510544096509,''
1542720510613657452,''
1542720510664432738,''
1542720510690849131,''
1542720510759578278,''
1542720510817604028,''
1542720510866253459,''
1542720510955070583,''
1542720511007719285,''
1542720511053882487,''
1542720511073632302,''
1542720511113339014,''
1542720511203871430,''
1542720511245881322,''
1542720512661169079,''
1542720514117722003,''
1542720515555493904,''
1542720515603902523,''
1542720515651011255,''
1542720515709824133,''
1542720515764848559,''
1542720515824870319,''
1542720515869991652,''
1542720515909533383,''
1542720515963904633,''
1542720516035497197,''
1542720516098482329,''
1542720516149471247,''
1542720516197228833,''
1542720516251674054,''
1542720516331903157,''
1542720516400387165,''
1542720516455581247,''
1542720516507066707,''
1542720516587460224,''
1542720516611921767,''
1542720516686504003,''
1542720516739712637,''
1542720516784355783,''
1542720516840476953,''
1542720516907728973,''
1542720516981017361,''
1542720517039647963,''
1542720517088043746,''
1542720517139981474,''
1542720517185533713,''
1542720517210780073,''
1542720517256912864,''
1542720517343614396,''
1542720517388058277,''
1542720517439363476,''
1542720517501547639,''
1542720517578887992,''
1542720517640000875,''
1542720517771731213,"""contracted_right"""
1542720519188573881,''
1542720519321643381,"""contracted_right"""
1542720520725750208,''
1542720520810878059,''
1542720520865606397,''
1542720520936053989,''
1542720521012108406,''
1542720521083722721,''
1542720521164601479,''
1542720521230743788,''
1542720521279497764,''
1542720521358618711,''
1542720521414008502,''
1542720521502299181,''
1542720521542504130,''
1542720521595236001,''
1542720521659489052,''
1542720521710453487,''
1542720521799617405,''
1542720521831274536,''
1542720521868289467,''
1542720521946836663,''
1542720521999797236,''
1542720522064996788,''
1542720522114751575,''
1542720522204417120,''
1542720522249470221,''
1542720522301342245,''
1542720522354030924,''
1542720522401486997,''
1542720522457024456,''
1542720522512988436,''
1542720522596932889,''
1542720522644895875,''
1542720522699566707,''
1542720522768735386,''
1542720522821311268,''
1542720522910160174,''
1542720522957975922,''
1542720523008053317,''
1542720523066902811,''
1542720523113665125,''
1542720523150497174,''
1542720523203109539,''
1542720523258177810,''
1542720523302355302,''
1542720523351341165,''
1542720523405744097,''
1542720523456363220,''
1542720523510626405,''
1542720523604601874,''
1542720523657737582,''
1542720523731019445,''
1542720523806037400,''
